system:index,L8,SA,SE,L7
LC08_224080_20150606_20,15061,33.745155,30.297915,15594.0
LC08_224080_20150606_21,23277,33.745155,30.297915,23594.0
LC08_224080_20150606_22,13895,33.745155,30.297915,14663.0
LC08_224080_20150606_23,16544,33.745155,30.297915,11098.0
LC08_224080_20150606_24,15960,33.745155,30.297915,15374.0
LC08_224080_20150606_25,17450,33.745155,30.297915,17074.0
LC08_224080_20150606_26,17707,33.745155,30.297915,17614.0
LC08_224080_20150606_27,16135,33.745155,30.297915,16613.0
LC08_224080_20150606_28,16686,33.745155,30.297915,17869.0
LC08_224080_20150606_29,12498,33.745155,30.297915,12645.0
LC08_224080_20150606_30,16002,33.745155,30.297915,17570.0
LC08_224080_20150606_31,12585,33.745155,30.297915,14229.0
LC08_224080_20150606_32,19037,33.745155,30.297915,22980.0
LC08_224080_20150606_33,14523,33.745155,30.297915,16872.0
LC08_224080_20150606_34,17670,33.745155,30.297915,20005.0
LC08_224080_20150606_35,18210,33.745155,30.297915,19715.0
LC08_224080_20150606_36,14502,33.745155,30.297915,11899.0
LC08_224080_20150606_37,15687,33.745155,30.297915,16811.0
LC08_224080_20150606_38,14865,33.745155,30.297915,14747.0
LC08_224080_20150606_39,16775,33.745155,30.297915,15920.0
LC08_224080_20150606_40,16652,33.745155,30.297915,12806.0
LC08_224080_20150606_41,17416,33.745155,30.297915,17166.0
LC08_224080_20150606_42,17269,33.745155,30.297915,19362.0
LC08_224080_20150606_43,15092,33.745155,30.297915,10367.0
LC08_224080_20150606_44,12827,33.745155,30.297915,15031.0
LC08_224080_20150606_45,15103,33.745155,30.297915,9714.0
LC08_224080_20150606_46,16512,33.745155,30.297915,12141.0
LC08_224080_20150606_47,12826,33.745155,30.297915,12408.0
LC08_224080_20150606_48,17344,33.745155,30.297915,16268.0
LC08_224080_20150606_49,24669,33.745155,30.297915,16495.0
LC08_224080_20150606_50,16492,33.745155,30.297915,9887.5
LC08_224080_20150606_51,16580,33.745155,30.297915,13589.5
LC08_224080_20150606_52,16559,33.745155,30.297915,16271.0
LC08_224080_20150606_53,13915,33.745155,30.297915,14606.0
LC08_224081_20150606_0,16570,33.540302,28.969906,14875.0
LC08_224081_20150606_1,16205,33.540302,28.969906,11813.0
LC08_224081_20150606_2,17970,33.540302,28.969906,17935.0
LC08_224081_20150606_3,16166,33.540302,28.969906,12609.0
LC08_224081_20150606_4,17794,33.540302,28.969906,18142.0
LC08_224081_20150606_5,15667,33.540302,28.969906,17380.0
LC08_224081_20150606_6,19227,33.540302,28.969906,18743.0
LC08_224081_20150606_7,15114,33.540302,28.969906,19550.0
LC08_224083_20150606_0,21945,33.227337,26.304361,20435.0
LC08_224083_20150606_1,20506,33.227337,26.304361,19849.0
LC08_224083_20150606_2,20007,33.227337,26.304361,18934.0
LC08_224086_20150606_0,7273,32.9951,22.288366,7366.0
LC08_224086_20150606_1,7144,32.9951,22.288366,7579.0
LC08_224086_20150606_2,7446,32.9951,22.288366,7584.0
LC08_231077_20150607_0,11599,34.53321,34.153812,12031.0
LC08_231077_20150607_1,11735,34.53321,34.153812,11857.0
LC08_231077_20150607_2,13804,34.53321,34.153812,14087.0
LC08_231077_20150607_3,13181,34.53321,34.153812,12956.0
LC08_231077_20150607_4,13936,34.53321,34.153812,13695.0
LC08_231077_20150607_5,11292,34.53321,34.153812,11292.0
LC08_231077_20150607_6,12336,34.53321,34.153812,12234.0
LC08_231077_20150607_7,15336,34.53321,34.153812,14835.0
